         16610805 function calls (16597347 primitive calls) in 38.085 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.165    0.041 tight_layout.py:126(<listcomp>)
       48    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       18    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
       24    0.000    0.000    0.002    0.000 transforms.py:1425(transform_path)
       74    0.000    0.000    0.000    0.000 {built-in method math.log10}
       18    0.000    0.000    0.000    0.000 core.py:991(__init__)
       20    0.000    0.000    0.000    0.000 transforms.py:349(_get_ymax)
        1    0.000    0.000    0.001    0.001 markers.py:105(MarkerStyle)
      190    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       16    0.000    0.000    0.003    0.000 axis.py:708(_set_scale)
       36    0.000    0.000    0.001    0.000 axis.py:1406(update_units)
       38    0.000    0.000    0.000    0.000 pyparsing.py:1149(resetCache)
      128    0.000    0.000    0.000    0.000 artist.py:723(get_alpha)
       15    0.000    0.000    0.002    0.000 transforms.py:993(_set_intervaly)
        6    0.000    0.000    0.000    0.000 patches.py:1788(<listcomp>)
       16    0.000    0.000    0.000    0.000 _base.py:2803(get_xlim)
        4    0.000    0.000    0.001    0.000 axis.py:1731(_get_label)
       24    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
       67    0.000    0.000    0.000    0.000 function_base.py:212(iterable)
      124    0.000    0.000    0.000    0.000 cbook.py:541(process)
       23    0.000    0.000    0.000    0.000 rcsetup.py:65(<listcomp>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:495(__iadd__)
       14    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       24    0.000    0.000    0.000    0.000 _base.py:2262(<listcomp>)
      205    0.000    0.000    0.000    0.000 enum.py:592(name)
       18    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
       48    0.000    0.000    0.014    0.000 lines.py:1266(_draw_lines)
      128    0.000    0.000    0.000    0.000 text.py:630(get_wrap)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
       11    0.000    0.000    0.003    0.000 _base.py:3052(set_ybound)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {built-in method math.sin}
       28    0.000    0.000    0.000    0.000 linalg.py:106(_makearray)
        1    0.000    0.000    0.009    0.009 __init__.py:88(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.003    0.003 sysconfig.py:10(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1901(parseImpl)
      110    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
       44    0.000    0.000    0.002    0.000 transforms.py:1569(__eq__)
        1    0.000    0.000    0.022    0.022 transforms.py:30(<module>)
       15    0.000    0.000    0.000    0.000 ticker.py:1813(view_limits)
        1    0.000    0.000    0.019    0.019 figure.py:267(__init__)
        4    0.000    0.000    0.002    0.000 _base.py:297(_makeline)
        4    0.000    0.000    0.097    0.024 _base.py:620(_init_axis)
       54    0.000    0.000    0.000    0.000 docstring.py:88(__call__)
        1    0.000    0.000    0.000    0.000 text.py:178(Text)
        1    0.000    0.000    0.001    0.001 image.py:5(<module>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:1364(ravel)
       55    0.000    0.000    0.000    0.000 rcsetup.py:213(validate_int)
       28    0.000    0.000    0.000    0.000 gridspec.py:480(__hash__)
        1    0.000    0.000    0.022    0.022 core.py:187(read_style_directory)
        2    0.000    0.000    0.254    0.127 backend_agg.py:453(draw)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:1471(nonzero)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
       48    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.005    0.005 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.access}
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
       40    0.000    0.000    0.000    0.000 os.py:740(encode)
       22    0.000    0.000    0.000    0.000 posixpath.py:142(basename)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        2    0.000    0.000    0.000    0.000 fontconfig_pattern.py:171(generate_fontconfig_pattern)
       48    0.000    0.000    0.000    0.000 lines.py:1343(_get_rgba_ln_color)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        8    0.000    0.000    0.003    0.000 _base.py:842(_update_transScale)
       31    0.000    0.000    0.000    0.000 _base.py:3041(get_ybound)
       23    0.000    0.000    0.000    0.000 axis.py:717(limit_range_for_scale)
       16    0.000    0.000    0.000    0.000 axis.py:1364(grid)
       31    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        4    0.000    0.000    0.001    0.000 tempfile.py:249(_mkstemp_inner)
        1    0.000    0.000    0.029    0.029 client.py:69(<module>)
      170    0.000    0.000    0.000    0.000 backend_bases.py:1063(set_url)
        1    0.000    0.000    0.064    0.064 figure.py:12(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.004    0.004 subprocess.py:42(<module>)
       64    0.000    0.000    0.000    0.000 ticker.py:525(set_useOffset)
        1    0.000    0.000    0.002    0.002 texmanager.py:89(TexManager)
        4    0.000    0.000    0.001    0.000 _axes.py:138(set_title)
        4    0.000    0.000    0.000    0.000 _base.py:178(__call__)
        4    0.000    0.000    0.001    0.000 _base.py:630(set_figure)
        1    0.000    0.000    0.003    0.003 _base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
      150    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2646(__init__)
        1    0.000    0.000    0.006    0.006 pyparsing.py:3894(pyparsing_common)
        1    0.000    0.000    0.005    0.005 lines.py:4(<module>)
       54    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       21    0.000    0.000    0.001    0.000 patches.py:429(set_fill)
        1    0.000    0.000    0.329    0.329 backend_bases.py:2087(print_figure)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        8    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
    28/18    0.000    0.000    0.001    0.000 pyparsing.py:2502(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       16    0.000    0.000    0.001    0.000 text.py:283(_get_xy_display)
       37    0.000    0.000    0.000    0.000 patches.py:449(set_capstyle)
        4    0.000    0.000    0.000    0.000 _base.py:609(get_window_extent)
       48    0.000    0.000    0.000    0.000 {built-in method math.floor}
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2113(ptp)
       60    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
       28    0.000    0.000    0.000    0.000 linalg.py:198(_assertRankAtLeast2)
       39    0.000    0.000    0.000    0.000 __init__.py:1652(unpack_labeled_data)
      220    0.000    0.000    0.000    0.000 pyparsing.py:1036(postParse)
       11    0.000    0.000    0.000    0.000 pyparsing.py:2843(__str__)
        1    0.000    0.000    0.027    0.027 artist.py:1(<module>)
       28    0.000    0.000    0.000    0.000 transforms.py:299(_get_y0)
      104    0.000    0.000    0.000    0.000 lines.py:613(get_markevery)
      128    0.000    0.000    0.000    0.000 text.py:808(get_color)
       10    0.000    0.000    0.000    0.000 figure.py:78(as_list)
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        6    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3563(<genexpr>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       54    0.000    0.000    0.000    0.000 pyplot.py:2500(_autogen_docstring)
        1    0.000    0.000    0.004    0.004 legend.py:23(<module>)
      203    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
       32    0.000    0.000    0.000    0.000 random.py:252(choice)
       28    0.000    0.000    0.000    0.000 linalg.py:101(get_linalg_error_extobj)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1850(<genexpr>)
     22/8    0.000    0.000    0.001    0.000 pyparsing.py:2799(parseImpl)
        4    0.000    0.000    0.004    0.001 _base.py:942(_gen_axes_spines)
       59    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(spec_from_loader)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
      136    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.014    0.014 getlimits.py:129(_init)
        4    0.000    0.000    0.010    0.002 __init__.py:1813(inner)
       14    0.000    0.000    0.000    0.000 cbook.py:1343(push)
       28    0.000    0.000    0.000    0.000 pyparsing.py:901(setName)
       80    0.000    0.000    0.000    0.000 pyparsing.py:1522(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
        5    0.000    0.000    0.000    0.000 _subplots.py:160(subplot_class_factory)
        8    0.000    0.000    0.000    0.000 _base.py:2475(grid)
        4    0.000    0.000    0.005    0.001 backend_agg.py:468(get_renderer)
       10    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
       14    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       47    0.000    0.000    0.000    0.000 docstring.py:48(update)
        8    0.000    0.000    0.001    0.000 _subplots.py:109(update_params)
        1    0.000    0.000    0.001    0.001 offsetbox.py:15(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:215(_xy_from_xy)
        4    0.000    0.000    0.001    0.000 axis.py:1749(_get_offset_text)
        4    0.000    0.000    0.001    0.000 axis.py:2079(_get_offset_text)
       31    0.000    0.000    0.000    0.000 scale.py:79(get_transform)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
       95    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.012    0.012 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:151(__getitem__)
        1    0.000    0.000    0.004    0.004 index_tricks.py:1(<module>)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3407(_escapeRegexRangeChars)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
       36    0.000    0.000    0.000    0.000 _base.py:3201(get_yscale)
       31    0.000    0.000    0.000    0.000 axis.py:702(get_transform)
        8    0.000    0.000    0.000    0.000 axis.py:1118(get_tick_padding)
        1    0.000    0.000    0.166    0.166 tight_layout.py:263(get_tight_layout_figure)
      203    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:877(parse_template)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:781(matplotlib_fname)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1428(__or__)
        8    0.000    0.000    0.000    0.000 transforms.py:988(_set_intervalx)
       54    0.000    0.000    0.000    0.000 patches.py:1817(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:2030(indices)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:540(_get_home)
     13/8    0.000    0.000    0.002    0.000 pyparsing.py:2805(leaveWhitespace)
    40/20    0.000    0.000    0.000    0.000 transforms.py:2404(_get_has_inverse)
        8    0.000    0.000    0.003    0.000 lines.py:1290(_draw_solid)
        1    0.000    0.000    0.012    0.012 textpath.py:3(<module>)
        8    0.000    0.000    0.000    0.000 _base.py:168(set_prop_cycle)
        4    0.000    0.000    0.000    0.000 _base.py:2383(<listcomp>)
       16    0.000    0.000    0.000    0.000 scale.py:527(scale_factory)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(getLogger)
       39    0.000    0.000    0.003    0.000 inspect.py:2999(signature)
